n_sample,party,est,LI,LS
1,pan_na,48.112187285495935,47.34560151099805,48.87877305999382
1,pri_pvem,41.11068457575241,40.38699382267019,41.834375328834625
1,prd,4.948378184284464,4.542871666748525,5.353884701820403
1,otros,3.6310520827581354,3.4165434969990454,3.8455606685172254
1,pt,1.2022325701548933,1.1023012210610257,1.3021639192487608
1,mc,0.9954653015541712,0.7852556998456062,1.2056749032627363
10,pan_na,48.76334717910981,47.99522878163511,49.5314655765845
10,pri_pvem,40.99808460542643,40.229009809653526,41.76715940119933
10,prd,4.7708686736354045,4.445446616334334,5.096290730936475
10,otros,3.4139859725968944,3.2595297389554743,3.5684422062383145
10,pt,1.1791754422973115,1.06840313434865,1.289947750245973
10,mc,0.8745381269341647,0.6580827823394424,1.090993471528887
100,pan_na,48.2365020874876,47.482613706219475,48.99039046875573
100,pri_pvem,41.01640419676861,40.25423272601854,41.77857566751868
100,prd,4.931981825571942,4.56356496234797,5.300398688795914
100,otros,3.7518511477081957,3.3127944122442576,4.190907883172134
100,pt,1.1672054068749746,1.0740847525031103,1.260326061246839
100,mc,0.8960553355886784,0.6627550093526758,1.1293556618246812
11,pan_na,48.56363540553811,47.75912201701195,49.36814879406427
11,pri_pvem,40.6820653122716,39.886385633651834,41.47774499089136
11,prd,4.867852335503869,4.485863168278425,5.249841502729313
11,otros,3.6098760377584878,3.3055493673591445,3.914202708157831
11,pt,1.2775762992247235,1.1367555796544888,1.4183970187949582
11,mc,0.998994609703203,0.7700525815822871,1.227936637824119
12,pan_na,47.63293261290772,46.88176888852425,48.3840963372912
12,pri_pvem,41.079559835186124,40.33291177565233,41.82620789471992
12,prd,5.4129397154307926,4.998358273011487,5.827521157850098
12,otros,3.847407045041851,3.4258830919775995,4.268930998106103
12,pt,1.239682616480238,1.1349624337482418,1.344402799212234
12,mc,0.7874781749532743,0.6422328498596181,0.9327235000469305
13,pan_na,48.03210457606997,47.25209860404934,48.8121105480906
13,pri_pvem,41.194705247594555,40.438805573502655,41.950604921686455
13,prd,5.307358838220174,4.88968914744668,5.7250285289936675
13,otros,3.467650051768807,3.3104158197970674,3.6248842837405464
13,pt,1.1188494335965695,1.0403450829493899,1.1973537842437492
13,mc,0.8793318527499213,0.6956661707352608,1.0629975347645817
14,pan_na,47.49574632036207,46.75423991651287,48.237252724211274
14,pri_pvem,41.72404636516932,40.97224422972126,42.47584850061738
14,prd,5.042565017447094,4.658491236753797,5.426638798140392
14,otros,3.5848031231462403,3.4312788675458075,3.738327378746673
14,pt,1.2242322657277767,1.1249141068992785,1.3235504245562748
14,mc,0.9286069081474846,0.7177293466804486,1.1394844696145205
15,pan_na,47.71985696687661,46.90000820965616,48.53970572409707
15,pri_pvem,41.32859158197408,40.58003676543076,42.0771463985174
15,prd,5.207288774248312,4.812542678028346,5.602034870468278
15,otros,3.5245957171805498,3.355785354075293,3.6934060802858064
15,pt,1.2977761315540048,1.1769224579758462,1.4186298051321635
15,mc,0.9218908281664447,0.6868876241230529,1.1568940322098364
16,pan_na,48.15472160264875,47.35211206562022,48.95733113967728
16,pri_pvem,41.428537665589985,40.61767241399023,42.23940291718974
16,prd,4.737272439071902,4.384084437129923,5.090460441013882
16,otros,3.478968035381262,3.3176275941099376,3.6403084766525864
16,pt,1.148728945412754,1.0185492527533104,1.2789086380721977
16,mc,1.0517713118953436,0.8224481572917615,1.2810944664989257
17,pan_na,47.76764605079406,46.934404386410044,48.60088771517808
17,pri_pvem,41.14751566988737,40.37236178408465,41.922669555690085
17,prd,5.185808366319368,4.7832133068345986,5.588403425804138
17,otros,3.6806285687957954,3.273015350713303,4.088241786878288
17,pt,1.1992356463761096,1.0862655445533944,1.3122057481988247
17,mc,1.019165697827289,0.7935854282556069,1.2447459673989711
18,pan_na,47.55717412523289,46.753007727910955,48.361340522554826
18,pri_pvem,41.26064527547713,40.4855225041772,42.035768046777065
18,prd,5.172711530479463,4.786928643602499,5.558494417356426
18,otros,3.90214679572214,3.4818714842945555,4.322422107149724
18,pt,1.3076449705332522,1.1603475074609524,1.454942433605552
18,mc,0.7996773025551166,0.6495557256117055,0.9497988794985277
19,pan_na,48.47191533766471,47.72959836606721,49.214232309262215
19,pri_pvem,40.58727841734052,39.870604821568385,41.30395201311266
19,prd,5.082140987185657,4.731024516344108,5.433257458027206
19,otros,3.6688205235831295,3.5186789799909173,3.8189620671753417
19,pt,1.3820321500962256,1.2189661117672737,1.5450981884251775
19,mc,0.8078125841297468,0.6594748936178265,0.956150274641667
2,pan_na,48.18487047512695,47.49877796146463,48.870962988789266
2,pri_pvem,40.813794823799334,40.09926104830833,41.52832859929034
2,prd,5.17441414652324,4.799566360595736,5.549261932450745
2,otros,3.7225337329708452,3.4336434066227817,4.011424059318909
2,pt,1.1819612344045352,1.0913918633646238,1.2725306054444465
2,mc,0.9224255871750997,0.7347818759456098,1.1100692984045895
20,pan_na,48.15754244787897,47.47361060667186,48.84147428908607
20,pri_pvem,40.53746296973595,39.837846799529395,41.2370791399425
20,prd,5.3616759584316656,4.972461142936558,5.750890773926773
20,otros,3.7695529592901065,3.524500433627536,4.014605484952677
20,pt,1.2584541501893463,1.1466598016333258,1.3702484987453667
20,mc,0.9153115144739647,0.7006878683478219,1.1299351606001076
21,pan_na,47.669019120009054,46.913544370245475,48.42449386977263
21,pri_pvem,41.30401509499237,40.50932026432897,42.098709925655776
21,prd,5.01882926032278,4.6788557516347655,5.358802769010795
21,otros,3.6568922433099047,3.476402500299826,3.8373819863199836
21,mc,1.1791248200831466,0.8881101582639098,1.4701394819023834
21,pt,1.1721194612827437,1.091451653727673,1.2527872688378143
22,pan_na,48.08440707433128,47.293082850226064,48.8757312984365
22,pri_pvem,41.10255462535153,40.31999812182818,41.88511112887488
22,prd,5.289795473759723,4.891880090721785,5.68771085679766
22,otros,3.6453921231087527,3.3190858480713485,3.971698398146157
22,pt,1.1285608711367925,1.0398764391852116,1.2172453030883734
22,mc,0.7492898323119216,0.6375031049520401,0.8610765596718031
23,pan_na,47.858655536773746,47.11017202356916,48.60713904997833
23,pri_pvem,41.483806331940954,40.72961020366864,42.238002460213266
23,prd,5.213884706609086,4.831021393846728,5.596748019371444
23,otros,3.541902625856219,3.4023000736680533,3.681505178044385
23,pt,1.2192860738515618,1.0963494924775024,1.3422226552256213
23,mc,0.6824647249684268,0.6173516668259165,0.7475777831109371
24,pan_na,47.902217288568174,47.03317490342624,48.771259673710105
24,pri_pvem,41.10259623676444,40.34190286354103,41.86328960998785
24,prd,5.0392175988126375,4.672734760663261,5.405700436962014
24,otros,3.923581861060961,3.404252854078819,4.4429108680431035
24,pt,1.172729453814051,1.0607316095566588,1.284727298071443
24,mc,0.8596575609797362,0.6864450299002023,1.0328700920592702
25,pan_na,48.633054786592275,47.80833484139108,49.45777473179347
25,pri_pvem,40.255073150424806,39.46264858195794,41.04749771889167
25,prd,5.245890319759965,4.83785207786195,5.653928561657981
25,otros,3.600176376077621,3.373685087536976,3.826667664618266
25,pt,1.3358441899770672,1.1496513605907026,1.5220370193634318
25,mc,0.9299611771682691,0.736300546824677,1.1236218075118611
26,pan_na,47.87824798834951,47.0837273352498,48.67276864144922
26,pri_pvem,41.064744858951734,40.28004510160525,41.849444616298214
26,prd,5.251046693464731,4.86198762432799,5.640105762601471
26,otros,3.585648860967011,3.4264740889867005,3.7448236329473215
26,pt,1.3876674874892085,1.230385202158162,1.544949772820255
26,mc,0.832644110777809,0.6840809285488528,0.9812072930067651
27,pan_na,48.27395940830536,47.55258416387069,48.99533465274003
27,pri_pvem,41.08719641821244,40.39917488095429,41.775217955470595
27,prd,5.016202322983047,4.689239717231993,5.343164928734102
27,otros,3.5013309720434482,3.3624640913268986,3.640197852759998
